name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Honorary Freaks Club,1,0.11,8.33,69.0,1,69.0,11,12.0
WATCH FLEX,1,0.11,4.0,0.1,1,0.1,5,25.0
AlienPunks NFT,3,0.32,0.95,0.02,18,0.36,780,1898.0
CryptoDemonzV1,1,0.11,0.07,0.04,5,0.2,1569,6967.0
Pixla Bots,1,0.11,0.39,0.1,1,0.1,52,255.0
Ganja Token AR - GrhXEpB4Ld,1,0.11,100.0,0.0,1,0.0,6,1.0
CyberPunX NFT,1,0.11,0.1,0.06,1,0.06,80,1000.0
Amber Vittoria's Alphabet Collection,2,0.22,2.69,0.28,7,1.9600000000000002,149,260.0
Cubeverse,4,0.43,0.39,0.01,13,0.13,1491,3333.0
Zal4DW-Art,1,0.11,25.0,0.0,1,0.0,2,4.0
The Bushy Tail Bunch,1,0.11,2.94,0.12,1,0.12,12,34.0
Gift Cat,1,0.11,5.56,0.0,1,0.0,16,18.0
"""A NEW DAWN"" IOTA Collection",1,0.11,1.01,0.005,1,0.005,25,99.0
Cuvertura,1,0.11,0.23,0.04,1,0.04,146,433.0
Anyone Glows,1,0.11,1.11,0.03,1,0.03,11,90.0
Ape Paradigm,1,0.11,0.1,0.02,1,0.02,66,1000.0
memories of lost worlds,1,0.11,20.0,0.0,1,0.0,2,5.0
Platy Punks - Official,1,0.11,0.03,0.01,1,0.01,1059,3061.0
FFERRA Collection,1,0.11,6.67,0.01,1,0.01,32,15.0
DeFi Pizza,1,0.11,2.17,0.15,1,0.15,26,46.0
POP DERIVATIVE COLLECTION,1,0.11,10.0,0.0001,1,0.0001,4,10.0
USAGIS,1,0.11,0.9,0.49,1,0.49,79,111.0
NFT Astro,1,0.11,100.0,0.07,1,0.07,4,1.0
Crypto Plebes,1,0.11,0.25,0.1,1,0.1,192,407.0
Latent Spaces,1,0.11,0.5,0.1,1,0.1,106,200.0
3D Crypto Doge!,1,0.11,50.0,1.0,1,1.0,2,2.0
Honorary Strangers Club,1,0.11,25.0,0.0,1,0.0,3,4.0
A Cluster of Stars,1,0.11,6.25,1.5,1,1.5,13,16.0
Potato Power Club,3,0.32,0.07,0.0,3,0.0,1138,4329.0
Juiceboxes,6,0.65,0.61,0.03,26,0.78,1564,4255.0
Cucryle Part I,1,0.11,0.36,0.0,1,0.0,2,278.0
#Chemical lab,1,0.11,0.85,0.01,1,0.01,6,118.0
Visual Meta Infinity,1,0.11,0.01,0.03,1,0.03,170,10000.0
Broken Thread X Dangiuz - Private Collection,1,0.11,50.0,0.0,3,0.0,2,6.0
CanadianPunks,1,0.11,4.0,0.01,1,0.01,8,25.0
LOD,1,0.11,9.09,0.1,2,0.2,2,22.0
Lord Ganesh Art,1,0.11,20.0,0.0,1,0.0,6,5.0
Supply is limited,1,0.11,20.0,0.0,1,0.0,2,5.0
Cute Pig Club,3,0.32,0.15,0.0,15,0.0,2151,10000.0
Balance in Nature - Conservation of Wildlife,3,0.32,6.0,0.12,3,0.36,27,50.0
Crymonds,1,0.11,1.02,0.01,1,0.01,50,98.0
COVIDPunks!,4,0.43,0.09,0.0,9,0.0,3856,10000.0
SpaceShibes,1,0.11,0.05,0.02,1,0.02,379,2200.0
DogeHeadz,1,0.11,0.24,0.099,1,0.099,12,420.0
Visithra,1,0.11,3.12,0.09,5,0.44999999999999996,223,160.0
Ugly Cuties Art Club (UCAC),3,0.32,0.04,0.01,4,0.04,174,9980.0
Wubba Lubba,2,0.22,0.93,0.04,4,0.16,181,429.0
DIGITAL BASKETBALLS,1,0.11,3.12,0.05,1,0.05,21,32.0
Honorary Chibis,1,0.11,16.67,0.0,1,0.0,6,6.0
/nftfilmsociety/,1,0.11,0.99,0.04,1,0.04,58,101.0
Dooodle,1,0.11,0.52,0.08,1,0.08,74,192.0
SOLO collection,1,0.11,7.69,0.1,1,0.1,28,13.0
I live across the road from the future,1,0.11,0.28,0.03,1,0.03,74,351.0
Animal world*,1,0.11,2.78,0.15,1,0.15,30,36.0
Acme Art 974,1,0.11,3.03,1.0,1,1.0,2,33.0
Krakenships,1,0.11,2.38,0.1,1,0.1,35,42.0
overonehundred,1,0.11,0.23,0.0,1,0.0,36,432.0
Collage And Glory,1,0.11,1.67,0.08,1,0.08,29,60.0
Classical Hypebeast World by SaintMG,1,0.11,4.0,0.14,1,0.14,19,25.0
TELOS,1,0.11,0.85,0.9,1,0.9,11,118.0
Color Circles,1,0.11,0.8,0.65,8,5.2,14,1000.0
LeGCHart Unique IFCZ COMIC CAT collection,1,0.11,20.0,0.0,1,0.0,3,5.0
Dwarf Coins,1,0.11,4.55,0.0,1,0.0,160,22.0
The Pepemon Collection,1,0.11,0.34,0.02,1,0.02,50,296.0
Deck of Playing Cards,2,0.22,3.77,0.35,2,0.7,10,53.0
THE STICKMAN SERIES,1,0.11,1.12,0.5,1,0.5,16,89.0
NyanDogg,4,0.43,2.83,0.85,6,5.1,100,212.0
DestroyEvil Pesticide Flowers,1,0.11,14.29,0.0,1,0.0,7,7.0
Papi Scores,1,0.11,8.33,0.01,1,0.01,21,12.0
Destroyevil.com  Shit World,1,0.11,33.33,0.0,1,0.0,3,3.0
Civilization under my shoe sole,1,0.11,10.0,0.3,1,0.3,2,10.0
Women by Yam - Females in the spotlight,1,0.11,20.0,120.0,2,240.0,7,10.0
Window Of Time,1,0.11,6.67,0.5,1,0.5,3,15.0
Rocket Fuel V2,1,0.11,33.33,1.0,1,1.0,65,3.0
Outer Hippoz,1,0.11,1.67,0.05,1,0.05,7,60.0
Samba Crypto AI,1,0.11,0.01,0.0306,1,0.0306,40,10134.0
LetsWalk,13,1.4,26.39,3.74,19,71.06,675,72.0
Wheres my mind - Trash Art,1,0.11,2.38,0.35,1,0.35,30,42.0
60 Nipseys,1,0.11,12.5,50.0,1,50.0,8,8.0
Not Another NFT,1,0.11,6.67,0.01,1,0.01,3,15.0
Immortal Mirologists,1,0.11,0.4,0.01,1,0.01,73,251.0
Brenon.jpg 1/1,1,0.11,11.11,0.11,1,0.11,6,9.0
JPEG ArT,1,0.11,1.79,0.0,1,0.0,3,56.0
Calexo,1,0.11,25.0,0.025,1,0.025,2,4.0
Pixel Abstract Expressionsims,1,0.11,11.11,1.0,1,1.0,12,9.0
Cryptohamsters Official,1,0.11,0.02,0.04,1,0.04,626,5151.0
NFT Tower. Apartments for sale. Towerverse,1,0.11,0.1,0.05,1,0.05,62,984.0
Hip Hop Cards,1,0.11,3.33,49.99,1,49.99,37,30.0
Tropical Garden,1,0.11,11.11,29.0,1,29.0,8,9.0
BTC DRIP Collection,1,0.11,14.29,3.0,1,3.0,6,7.0
DuckDAO Hunters,1,0.11,1.89,0.06,1,0.06,621,53.0
DiGiTAL Collectibles,1,0.11,2.56,3.0,1,3.0,25,39.0
Tonya,1,0.11,0.1,0.01,1,0.01,161,963.0
WORD,4,0.43,0.03,0.0,5,0.0,896,19638.0
EtherIslands,1,0.11,1.85,0.07,1,0.07,19,54.0
DigitalArtCollective,1,0.11,0.47,0.24,1,0.24,61,214.0
Digital Objects Artwork,1,0.11,1.95,75.0,3,225.0,77,154.0
KLEEE02,4,0.43,2.5,5.8,9,52.199999999999996,173,360.0
PolkaPets TCG,2,0.22,9.76,0.01,4,0.04,4522,41.0
JustAHuman Club,1,0.11,0.33,0.17,1,0.17,6,302.0
S.H.E.,1,0.11,0.28,0.05,1,0.05,164,354.0
KryptoSutra,1,0.11,25.0,0.69,1,0.69,2,4.0
Astro Girls Society Official,2,0.22,0.18,0.03,7,0.21,1389,3888.0
Home photoshoot,1,0.11,2.56,0.23,1,0.23,13,39.0
Pussy Riot ACAB,5,0.54,1.5,0.59,5,2.9499999999999997,312,333.0
Girl and Camera by hurtingbombz,1,0.11,19.05,0.99,4,3.96,13,21.0
Ballet Poetry,2,0.22,6.67,0.25,3,0.75,7,45.0
WrappedEtherWaifu,2,0.22,2.16,0.5,15,7.5,265,693.0
LolTapes,1,0.11,2.56,0.09,1,0.09,26,39.0
Punks Mavericks and Mishegas,1,0.11,100.0,0.04,1,0.04,146,1.0
Neo Tokyo Outer Item Caches,4,0.43,0.09,0.18,4,0.72,1236,4325.0
NeoTokyo Outer Identities,4,0.43,0.09,1.3,4,5.2,1423,4495.0
UNSHADED ROCKS,2,0.22,0.3,0.07,2,0.14,183,666.0
Diary of a Dad,2,0.22,1.33,0.05,2,0.1,39,150.0
The Seagull Finds His Talent,2,0.22,0.3,0.01,9,0.09,533,3000.0
Repeat Offenders (PVNKS.com),4,0.43,0.21,0.02,14,0.28,1771,6666.0
John Knopf Editions,5,0.54,250.0,0.1,5,0.5,176,2.0
Raini: The Lords Of Light - Card Packs,6,0.65,0.91,0.01,65,0.65,1168,7139.0
Follow Cel Origin,1,0.11,1.32,0.05,1,0.05,60,76.0
Natural Balance,1,0.11,25.0,0.05,1,0.05,15,4.0
Wylie Styles Art Factory,2,0.22,13.33,0.25,2,0.5,55,15.0
Surrogates Multi,2,0.22,200.0,0.3,4,1.2,26,2.0
MegaBots NFT 01 edition,1,0.11,0.96,0.03,1,0.03,69,104.0
URS Companions,1,0.11,0.07,0.01,3,0.03,1297,4279.0
The Sad Cats,8,0.86,1.42,0.03,99,2.9699999999999998,2338,6954.0
MonsterChompers,1,0.11,0.69,0.2,1,0.2,35,145.0
Truchet Styles,1,0.11,0.1,0.01,2,0.02,850,2048.0
Dapper Dinos NFT,9,0.97,0.18,0.1,18,1.8,4190,9997.0
The Project URS,5,0.54,0.08,0.01,8,0.08,3652,9983.0
Do Not Buy Peppers From This Collection,1,0.11,0.08,0.04,5,0.2,1252,6626.0
Kungfu Hero,5,0.54,0.09,0.0,5,0.0,1282,5637.0
Panda Golf Squad,2,0.22,0.09,0.0,3,0.0,1146,3220.0
KNEECAPs,1,0.11,1.92,0.02,24,0.48,279,1248.0
Cyberpunkz Official,1,0.11,0.07,0.02,3,0.06,410,4367.0
HUXLEY Genesis,2,0.22,20.0,2.7,2,5.4,199,10.0
Geo Zoo Remix,2,0.22,4.76,0.01,3,0.03,63,63.0
8th Project Editions,1,0.11,3.57,0.05,4,0.2,370,112.0
APES GLORY,1,0.11,10.53,0.0069,2,0.0138,17,19.0
Generative Artworks One-offs,2,0.22,4.0,0.15,2,0.3,44,50.0
FUTBOL GLORY,1,0.11,4.11,0.02,3,0.06,46,73.0
HOOMAN'S LUXURY COLLECTIONS,1,0.11,0.1,0.05,1,0.05,29,1044.0
Hall Of Fame Kid Goats,1,0.11,1.96,0.29,12,3.4799999999999995,180,613.0
STAPLEVERSE - POOP GANG - PHASE 2 of 3,5,0.54,0.71,0.16,12,1.92,1232,1694.0
SupLadies NFT,1,0.11,0.22,0.02,3,0.06,293,1377.0
Freehand by WAWAA,5,0.54,3.3,0.09,6,0.54,134,182.0
Memberships - Mirage Gallery,4,0.43,9.8,0.24,5,1.2,85,51.0
Ghostbusters: Afterlife Traps,2,0.22,0.27,0.02,2,0.04,708,746.0
Ghostbusters: Afterlife Collectibles,2,0.22,0.3,0.01,9,0.09,1280,3025.0
Stoner Cats Posters,3,0.32,0.75,0.01,14,0.14,810,1874.0
Happy Sharks,1,0.11,0.05,0.02,1,0.02,863,2209.0
Deathimself Collection,1,0.11,25.0,0.0,1,0.0,19,4.0
The WonderQuest,4,0.43,0.25,0.01,25,0.25,2784,10000.0
RoboBits,1,0.11,1.67,0.03,1,0.03,76,60.0
Slickmau5 by deadmau5 x OG Slick,1,0.11,0.38,0.12,2,0.24,102,529.0
Alejandro & Taylor - Mirage Gallery,2,0.22,2.34,0.18,3,0.54,69,128.0
Queens+Kings Genesis,18,1.94,3.5,0.35,29,10.149999999999999,305,828.0
Bees Deluxe,3,0.32,0.13,0.03,14,0.42,1853,11047.0
Honey Hives Deluxe,3,0.32,0.11,0.02,6,0.12,2088,5690.0
MonsterBuds Genesis,3,0.32,0.04,0.04,5,0.2,3272,11152.0
Chametheon,1,0.11,0.35,0.69,1,0.69,50,288.0
Ether Mines,2,0.22,200.0,0.01,2,0.02,991,1.0
Zombie NFTs by Braindom,1,0.11,0.04,0.06,1,0.06,503,2394.0
Brian NFTS Collection By Braindom,1,0.11,0.04,0.1,2,0.2,1759,5000.0
MegaKongs,4,0.43,0.38,0.5,21,10.5,1361,5471.0
Apes Together XYZ,3,0.32,1.04,0.85,4,3.4,259,386.0
Karma DAO,3,0.32,0.6,1.8,3,5.4,381,503.0
Karma DAO (deprecated),3,0.32,0.6,0.35,3,1.0499999999999998,253,503.0
SaltDAO V2,1,0.11,100.0,0.5,1,0.5,77,1.0
Salt & Satoshi - Genesis Salt Season,1,0.11,5.0,3.5,2,7.0,25,40.0
Bridges by Oshi,7,0.75,12.5,0.36,11,3.96,80,88.0
hedsTAPE 02,3,0.32,11.0,0.61,11,6.71,44,100.0
Exhibition: 3291 by cryptobauhaus,6,0.65,2.0,0.05,8,0.4,245,400.0
Non Either by Rafaël Rozendaal,1,0.11,1.0,1.7,1,1.7,55,100.0
DOOMSDAYX Gen 01 Haleek Maul Producer NFT,4,0.43,0.8,0.12,8,0.96,370,1000.0
Gravity 16 by Jimmy Herdberg,10,1.08,1.86,0.08,19,1.52,691,1024.0
Tropism by Neel Shivdasani,12,1.29,4.6,0.04,23,0.92,288,500.0
Variant Plan by Jeff Davis,3,0.32,2.01,1.88,4,7.52,183,199.0
Swing by Eltono,8,0.86,5.34,0.15,11,1.65,158,206.0
Artifact Series: Beyond Whiteout by Marvin Grey,2,0.22,27.27,0.8,6,4.800000000000001,16,22.0
REMIX! Halloween,1,0.11,3.33,0.02,1,0.02,192,30.0
TheMonaLana,2,0.22,0.4,0.19,2,0.38,344,500.0
APE DAO Legends,6,0.65,105.56,0.01,19,0.19,1147,18.0
Messengers by Alexis André,6,0.65,2.0,0.85,7,5.95,159,350.0
WE ARE THE OUTKAST,3,0.32,0.2,0.03,20,0.6,3088,9947.0
Democracity by Generative Artworks,14,1.51,7.32,0.11,75,8.25,601,1024.0
UnicStaking,1,0.11,3.33,0.0,3,0.0,63,90.0
Genesis Mana (for Loot),5,0.54,0.1,0.18,11,1.98,620,10561.0
The Recruits,2,0.22,0.19,0.01,3,0.03,675,1594.0
Nemus Genesis Collection,1,0.11,0.09,0.05,1,0.05,498,1109.0
Mind the Gap by MountVitruvius,3,0.32,0.4,0.33,4,1.32,528,999.0
HUEPHORIA,4,0.43,2.96,0.03,23,0.69,360,777.0
3988_1 Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Critterz Plots,4,0.43,0.05,0.1,12,1.2000000000000002,1627,22412.0
Pieces of Me by r4v3n,6,0.65,4.05,0.12,9,1.08,155,222.0
imaginary x,1,0.11,15.79,0.08,3,0.24,10,19.0
Bored Boy :: The Customization,1,0.11,7.69,2.0,1,2.0,13,13.0
Omnis by Tiny Blocks,2,0.22,2.86,0.05,4,0.2,107,140.0
The Boring Galaxy,1,0.11,50.0,0.05,6,0.30000000000000004,60,12.0
Waterworld : The Collection,1,0.11,1.16,0.2,1,0.2,59,86.0
Bored Boy,1,0.11,7.63,0.15,20,3.0,102,262.0
Spawns,6,0.65,200.0,0.75,18,13.5,67,9.0
Free collection,1,0.11,1.41,0.03,1,0.03,55,71.0
Pepsi Mic Drop,7,0.75,0.48,0.46,9,4.140000000000001,1200,1861.0
The Collab.Land Patron NFT,1,0.11,0.75,5.0,1,5.0,133,133.0
Chainsdrop - Volume 1,2,0.22,114.29,0.01,8,0.08,1057,7.0
Genesiz Shapez,2,0.22,0.14,0.0,5,0.0,1091,3500.0
Distortion Genesis,7,0.75,0.72,0.01,8,0.08,588,1111.0
MIGRATED (Distortion V1),5,0.54,0.6,0.0,6,0.0,564,1000.0
KokoDi_NFT,4,0.43,0.59,0.03,33,0.99,1792,5555.0
CryptoGrotto: Cave Monsters,6,0.65,12.5,0.08,9,0.72,37,72.0
Angry Pitbull Club,1,0.11,0.03,0.07,3,0.21000000000000002,5194,10000.0
ogdoad Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
The Cool by LFT,1,0.11,6.67,0.0,1,0.0,6,15.0
AdWorld Titans,1,0.11,8.33,0.0,1,0.0,12,12.0
Rich imma,1,0.11,0.86,1.0,1,1.0,116,116.0
SuperSF,2,0.22,1.33,0.12,2,0.24,78,150.0
The Charming Pom,1,0.11,1.0,0.0,1,0.0,6,100.0
SpeakerHeads Vol. 1,3,0.32,0.76,0.02,5,0.1,324,656.0
Oh My Gourd,2,0.22,1.8,0.05,2,0.1,98,111.0
SpeakerHeads Vol. 0xG3N3S1S,3,0.32,1.29,0.04,4,0.16,206,310.0
vinylkey Demonstration 1,1,0.11,2.04,0.0,1,0.0,7,49.0
BoringStone Genesis Collection,6,0.65,0.21,0.01,21,0.21,3041,10000.0
The Cryminals OG,1,0.11,0.06,0.01,1,0.01,637,1600.0
Crypto Fingers Club,1,0.11,1.0,0.25,1,0.25,18,100.0
Bones Club Honorary Members,1,0.11,14.29,0.0,1,0.0,7,7.0
FACA Board of Advisors,1,0.11,2.56,0.5,1,0.5,35,39.0
The Cryptid Collective Official,1,0.11,0.22,0.04,2,0.08,344,912.0
ODH skulls,1,0.11,4.0,0.03,1,0.03,2,25.0
"""SNUG"" series",1,0.11,0.43,0.15,1,0.15,149,234.0
KANJOZOKU,1,0.11,5.0,0.06,1,0.06,5,20.0
Bit Sneakers 2.0,1,0.11,0.42,0.05,1,0.05,40,236.0
Things I Made On Twitch,1,0.11,33.33,0.0,1,0.0,3,3.0
PixelPenguins NFT,1,0.11,0.99,1.0,1,1.0,72,101.0
GM Ukraine,3,0.32,15.0,0.0,3,0.0,15,20.0
Quadrums,8,0.86,2.54,0.06,26,1.56,563,1024.0
LeagueDAO: Cryptofantasy NFL 2021,4,0.43,0.35,0.02,14,0.28,612,3970.0
The Golden Pups,2,0.22,0.68,0.0,23,0.0,797,3392.0
EtherKois,2,0.22,2.04,0.5,5,2.5,63,245.0
Girls Riding Things,1,0.11,0.06,0.01,2,0.02,1196,3333.0
Oracle (official),4,0.43,0.3,0.0,20,0.0,1428,6666.0
Fas Food Cats,1,0.11,1.01,0.05,1,0.05,32,99.0
Blazed Cats,7,0.75,0.74,0.01,74,0.74,3285,9951.0
Procedural Space,3,0.32,0.09,0.01,9,0.09,1464,10000.0
WWE NFT,4,0.43,0.71,0.04,12,0.48,1068,1699.0
Developer Icons,1,0.11,0.8,0.0,2,0.0,125,251.0
AI MasterPieces,1,0.11,2.0,0.18,2,0.36,57,100.0
Enjin,1,0.11,0.0,0.0,1,0.0,57381,176721.0
XYZ.CHURCH,1,0.11,100.0,0.0,1,0.0,4,1.0
Colorglyphs,9,0.97,4.04,2.45,21,51.45,154,520.0
collection tanpopoe,2,0.22,2.06,0.1,5,0.5,132,243.0
Puddly Penguins,2,0.22,0.19,0.02,2,0.04,649,1053.0
Cozy Penguins NFT,5,0.54,0.18,0.03,18,0.54,3496,10000.0
MechaPenguins,6,0.65,0.38,0.08,23,1.84,1615,6000.0
The Sevens - Genesis,5,0.54,0.1,0.19,7,1.33,3316,7000.0
[LEGACY COLLECTION] Chibi Legends of the Warring Kingdoms,3,0.32,0.29,0.03,16,0.48,703,5555.0
Eccentrics 2: Orbits by Radix,11,1.19,3.0,0.28,15,4.2,336,500.0
KamaGang: The VSFW Edition,1,0.11,0.13,0.02,1,0.02,290,749.0
Kamagang,5,0.54,0.35,0.06,11,0.6599999999999999,1161,3163.0
Mirandus,5,0.54,2.75,0.07,5,0.35000000000000003,14936,182.0
Town Star,4,0.43,1.77,0.0,8,0.0,41595,453.0
AssetWrapper,1,0.11,0.88,5.0,1,5.0,101,114.0
Lockdown Lemmings,5,0.54,0.2,0.01,20,0.2,3835,9997.0
Official SeKira,1,0.11,0.06,0.06,2,0.12,1612,3201.0
Metaverse Cool Cats,2,0.22,0.22,0.0,11,0.0,2595,4995.0
GuardianKongz Collection,4,0.43,0.6,0.0,30,0.0,1313,5000.0
Kidcity,3,0.32,0.32,0.01,7,0.07,837,2222.0
The Boney Batz,1,0.11,0.3,0.02,1,0.02,226,333.0
The Boanez,1,0.11,2.99,0.07,2,0.14,35,67.0
CryptoApes Official,2,0.22,0.04,0.04,3,0.12,2158,6969.0
Rare Liquid Society,1,0.11,0.4,4.0,4,16.0,129,1000.0
send moods,1,0.11,25.0,0.0,1,0.0,4,4.0
Shadow Quest,6,0.65,0.11,0.01,17,0.17,886,15675.0
Calladita 11,1,0.11,25.0,0.0,1,0.0,4,4.0
Spotlight by Joshua Bagley,17,1.83,6.24,0.12,39,4.68,314,625.0
water magic,1,0.11,3.57,3.5,1,3.5,26,28.0
Forever Apes Genesis,1,0.11,0.81,69.0,1,69.0,122,123.0
Bored Awesome Apes,2,0.22,0.36,0.1,2,0.2,312,548.0
JimmyDAO,1,0.11,3.12,0.07,1,0.07,30,32.0
Nebula 41,2,0.22,0.81,0.07,2,0.14,200,246.0
Stroming by Bart Simons,7,0.75,8.59,0.35,22,7.699999999999999,157,256.0
Libertad Parametrizada by zJorge,3,0.32,2.06,1.3,5,6.5,111,243.0
dino pals by hideo,1,0.11,2.0,12.0,2,24.0,66,100.0
Incantation by Eliya Stein,2,0.22,2.35,0.44,2,0.88,62,85.0
Gravity Grid by Eliya Stein,2,0.22,2.47,0.95,2,1.9,63,81.0
Space Debris [warning] by WhaleStreet x pxlq,1,0.11,2.47,0.99,2,1.98,53,81.0
Speckled Summits by Jake Rockland,2,0.22,6.94,4.0,5,20.0,58,72.0
70s Pop Super Fun Summertime Bonus Pack 🍸 by Daniel Catt,3,0.32,7.81,2.0,5,10.0,47,64.0
70s Pop Ghost Bonus Pack 👻 by Daniel Catt,3,0.32,6.25,2.25,4,9.0,53,64.0
CryptoVerseArt,1,0.11,3.33,0.1,1,0.1,29,30.0
Curious Addys' Trading Club,8,0.86,1.62,0.18,81,14.58,2216,5000.0
Crypto Coven: Curse of the Void Witch,2,0.22,2.96,1.7,4,6.8,89,135.0
Empire of Ash,1,0.11,0.4,0.02,1,0.02,218,252.0
ApeOnly Island,1,0.11,0.07,0.0,2,0.0,754,2914.0
Rebel Seals Club | RSC,2,0.22,0.31,0.02,31,0.62,2584,9998.0
Craft Hams,2,0.22,8.7,420.69,2,841.38,23,23.0
Inertial Moment,2,0.22,2.0,0.69,3,2.07,111,150.0
Ape Only,1,0.11,0.21,0.05,2,0.1,368,968.0
KamiMain,1,0.11,0.02,0.01,1,0.01,1982,4100.0
Average Creatures,4,0.43,0.14,0.02,11,0.22,2695,7734.0
Reflections - NTo4TAOs0K,1,0.11,33.33,0.0,1,0.0,2,3.0
Idols NFT,5,0.54,0.23,0.23,23,5.29,1777,9999.0
NODES - by MS-DDOS & HOOX,1,0.11,0.08,0.01,1,0.01,452,1232.0
Wave Catchers Official,2,0.22,0.27,0.08,9,0.72,715,3334.0
New Drip Alert,1,0.11,100.0,0.0,1,0.0,1,1.0
Flow by minimizer,1,0.11,1.94,0.2,3,0.6000000000000001,88,155.0
OG Juicebox Frens,3,0.32,0.72,0.32,3,0.96,391,417.0
DeSante Records,2,0.22,4.76,0.05,3,0.15000000000000002,30,63.0
MekaApes Game by OogaVerse,2,0.22,0.01,0.01,2,0.02,1879,37515.0
Postdigital Metafesto,1,0.11,3.57,0.0,1,0.0,26,28.0
Larva Breads,6,0.65,0.82,0.0,41,0.0,1196,4999.0
NFT Club Birthdays,1,0.11,25.0,0.0,1,0.0,4,4.0
Dream Engine by REMO x DCsan,7,0.75,2.81,0.08,10,0.8,204,356.0
GROUND-BREAKING Haitian Art,1,0.11,8.33,10.0,1,10.0,8,12.0
Surreal Mint-Pass,2,0.22,50.0,0.1,4,0.4,229,8.0
Punk69,3,0.32,0.82,0.0,41,0.0,571,5000.0
Squares and Triangles by Maksim Hapeyenka,2,0.22,7.59,0.15,6,0.8999999999999999,65,79.0
Ape-In Productions: Take Off,4,0.43,400.0,0.02,4,0.08,796,1.0
Pidgies: Squab ID Passes,7,0.75,233.33,0.01,7,0.07,344,3.0
Ape-In Productions,7,0.75,700.0,0.15,7,1.05,1582,1.0
FullBodyApeClub,3,0.32,1.08,0.05,12,0.6000000000000001,554,1111.0
Boring Charity Dinner,2,0.22,4.0,2.0,2,4.0,42,50.0
Schroot_Moved_To_Polygon_Go_There_2_Buy_or_Sell,3,0.32,0.23,0.0,19,0.0,1779,8336.0
Daughters of Rainbow NFT Collection,1,0.11,0.28,0.02,1,0.02,178,352.0
Bored Vibes,2,0.22,2.34,0.07,3,0.21000000000000002,86,128.0
Creative Art Quest,1,0.11,0.17,0.04,1,0.04,222,600.0
Vegas Venture BAYC Postcard NFTs,1,0.11,7.69,0.0,1,0.0,12,13.0
our couch,2,0.22,0.05,0.0,2,0.0,1241,4444.0
isotile Genesis Avatars,3,0.32,0.13,0.1,10,1.0,1174,7587.0
Wannabes Music Club,2,0.22,0.09,0.0,2,0.0,855,2343.0
lil fks,3,0.32,0.45,0.04,9,0.36,756,2001.0
DD Jewelry Shop,2,0.22,30.0,1.0,3,3.0,115,10.0
Infinethum,1,0.11,1.0,0.34,1,0.34,67,100.0
The Adventures of Bored Stu,3,0.32,200.0,0.02,4,0.08,114,2.0
Fames,1,0.11,0.33,0.02,1,0.02,124,300.0
neon bayc,1,0.11,3.03,0.08,1,0.08,19,33.0
isotile furnitures,1,0.11,21.43,0.09,3,0.27,361,14.0
Nessies,1,0.11,0.33,0.05,2,0.1,288,598.0
Bloom by Strange Process,1,0.11,20.0,0.0,1,0.0,4,5.0
Void by Alexis André,10,1.08,2.8,0.5,14,7.0,219,500.0
Commsaur,3,0.32,0.6,0.01,20,0.2,1128,3332.0
Dolphin Adam Bombs (Unofficial),2,0.22,1.4,100.0,2,200.0,143,143.0
Metavatar on-chain,1,0.11,0.67,0.01,8,0.08,437,1196.0
Eccentrics Playing Cards,8,0.86,9.09,0.19,10,1.9,91,110.0
Cryptobots Game,1,0.11,0.05,0.08,5,0.4,271,10010.0
Tiny Winged Turtlez,1,0.11,0.79,0.01,13,0.13,352,1636.0
ape mfers,4,0.43,0.27,0.01,24,0.24,2066,8888.0
Ascii Doodles,2,0.22,0.43,0.0,14,0.0,300,3278.0
Larva Cats,1,0.11,7.58,10.0,10,100.0,33,132.0
Humans Of NFT,4,0.43,1.01,0.02,14,0.28,677,1389.0
Doockles,3,0.32,0.32,0.0,32,0.0,1631,9999.0
Billion Buns,1,0.11,0.11,0.08,1,0.08,381,888.0
Cranky Critters NFT,1,0.11,0.02,0.01,1,0.01,1925,5848.0
Cool Kidz Club,2,0.22,0.22,0.0,12,0.0,1443,5555.0
DAO Central,5,0.54,500.0,0.03,5,0.15,1045,1.0
Sweet Nothings by sarahjschwartz,1,0.11,25.0,0.8,1,0.8,3,4.0
Smol Winged Turtlez,1,0.11,11.24,0.05,10,0.5,30,89.0
Bildr Holder Pass - Edition 1,2,0.22,1.48,0.09,2,0.18,88,135.0
LIMAH,3,0.32,1.2,0.04,4,0.16,175,334.0
Shiny Feathers,12,1.29,2.5,0.07,25,1.7500000000000002,729,1000.0
Doodled Punks (DUNKS),6,0.65,0.48,0.01,12,0.12,1087,2500.0
Genegeosis,2,0.22,1.52,0.2,3,0.6000000000000001,74,198.0
niceJPEG Access Pass,1,0.11,12.5,0.0,1,0.0,8,8.0
SWAYILS,4,0.43,1.58,0.04,7,0.28,277,444.0
Pastel Toads,1,0.11,4.08,0.09,2,0.18,31,49.0
TINY-83,4,0.43,0.62,0.01,6,0.06,572,965.0
ZombieMonkeys,4,0.43,0.51,0.0,11,0.0,852,2152.0
Ethermonkeys,1,0.11,0.03,0.01,3,0.03,2451,9998.0
The Great Awakening of NEO,2,0.22,12.5,1.0,3,3.0,19,24.0
Sora's Dreamworld,6,0.65,0.22,0.01,22,0.22,3650,10000.0
