name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Crazy Carl Collective Genesis NFTs,3,0.32,233.33,0.15,7,1.05,390,3.0
The GFT Shoppe: Atari 50th Anniversary Commemorative Collection,11,1.18,0.15,0.02,15,0.3,4312,10000.0
KOKODI,2,0.21,0.05,0.02,3,0.06,1764,5555.0
The Beeings,8,0.86,0.23,0.01,23,0.23,5465,10000.0
WhitelistNFT MintPass,1,0.11,0.27,0.05,3,0.15000000000000002,682,1131.0
Planetary Property Association: Surrealestates,4,0.43,0.07,0.03,7,0.21,3132,10000.0
Neogen Space Monkeys by Dalek x Generative Artworks,11,1.18,1.0,0.02,50,1.0,1882,5000.0
PixelClouds,3,0.32,0.33,0.01,4,0.04,686,1200.0
OpenDAO Genesis Membership,7,0.75,300.0,0.14,12,1.6800000000000002,3541,4.0
Teen Rebel Ape Club,2,0.21,0.2,0.02,15,0.3,1746,7400.0
Nostalgia by YMH,2,0.21,0.07,0.44,2,0.88,1962,2703.0
Remarkable Women NFT,1,0.11,0.18,0.04,11,0.44,2183,6000.0
Proof of P,1,0.11,0.1,0.0,1,0.0,698,1000.0
The Nifty Portal,12,1.28,1200.0,0.21,12,2.52,4640,1.0
Yokai Kingdom Genesis,4,0.43,0.12,0.03,11,0.32999999999999996,2291,8888.0
Patchwork Kingdoms,5,0.54,0.6,0.05,6,0.30000000000000004,541,1000.0
flooredApe Access,6,0.64,0.3,0.01,16,0.16,2583,5266.0
Planetary Property Association: Shuttle Passes,5,0.54,166.67,0.01,5,0.05,5412,3.0
Cool Apes Official,1,0.11,5.43,0.05,15,0.75,89,276.0
OxyaOriginProject,6,0.64,0.14,0.16,11,1.76,1874,7898.0
DeadPunks Official,3,0.32,0.14,0.0,14,0.0,2321,10000.0
CryptoRayRays Treats,1,0.11,14.29,0.04,1,0.04,110,7.0
The Walking Ape,2,0.21,0.93,0.0,9,0.0,592,969.0
FOMO World Official,2,0.21,9.85,0.1,13,1.3,45,132.0
The Aping Dead,3,0.32,1.07,0.0,26,0.0,1039,2424.0
Bored Apes Punk Club,2,0.21,0.41,0.0,23,0.0,2182,5555.0
Dysto Apez Official,2,0.21,0.25,0.29,11,3.19,1769,4444.0
Meta Organization,2,0.21,200.0,0.09,2,0.18,657,1.0
3DBears,9,0.96,0.35,0.0,35,0.0,3470,10000.0
Summer Bears,10,1.07,0.3,0.0,30,0.0,4600,10000.0
SamuraiDoge3D,1,0.11,0.6,0.02,5,0.1,350,834.0
Ape Harbour Superyachts,1,0.11,0.38,0.04,17,0.68,964,4444.0
Genetic Chain - Midnight Runner Pass,1,0.11,0.18,0.21,1,0.21,106,568.0
Staked Plot,6,0.64,1.58,0.0,262,0.0,2288,16539.0
mrsandyeggo Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Staked Critterz,2,0.21,1.11,0.0,39,0.0,2123,3518.0
HPPR Hall Passes,2,0.21,50.0,0.12,2,0.24,307,4.0
Lil Baby Cat NFT,1,0.11,0.67,0.0,10,0.0,674,1500.0
Monfters Club,6,0.64,0.33,0.03,26,0.78,3810,8000.0
The Last Supper Official,4,0.43,0.15,0.01,13,0.13,4785,8888.0
Gizmobotz by Mark Cotton,9,0.96,1.2,0.07,12,0.8400000000000001,621,1000.0
Crypto Noun Punks,3,0.32,0.9,0.0,30,0.0,1139,3333.0
PrimiDance by wuwa,5,0.54,3.91,0.15,10,1.5,188,256.0
Pepsi Mic Drop,4,0.43,0.32,0.46,6,2.7600000000000002,1175,1861.0
SBS Genesis Card,3,0.32,0.22,0.06,15,0.8999999999999999,2074,6778.0
Ape-In Productions: Take Off,4,0.43,400.0,0.02,4,0.08,798,1.0
The 187 by IlluminatiNFT,2,0.21,1.6,2.9,3,8.7,143,187.0
Loomways,1,0.11,0.36,0.02,3,0.06,427,839.0
Apes In Space NFT,4,0.43,0.05,0.02,5,0.1,6530,9999.0
Noundles Game,2,0.21,0.08,0.01,12,0.12,2574,14274.0
Bees Deluxe,1,0.11,0.01,0.01,1,0.01,1853,11409.0
Honey Hives Deluxe,1,0.11,0.02,0.01,1,0.01,2083,5739.0
gzcRXX87h,2,0.21,0.06,0.0,6,0.0,3905,10066.0
Citizenz Genesis,1,0.11,0.24,0.01,12,0.12,2235,5000.0
Uncool Cats NFT,6,0.64,0.37,0.01,26,0.26,2661,6969.0
MetaTravelers: Nibiru,2,0.21,0.05,0.01,4,0.04,2974,7777.0
Bricktopians by Law Degree,6,0.64,0.14,0.08,14,1.12,4869,9999.0
TIMEPieces Long Neckie Women of the Year by Nyla Hayes,3,0.32,0.5,0.14,5,0.7000000000000001,643,1000.0
Lil Mutant Apes Club,2,0.21,0.3,0.0,4,0.0,752,1333.0
Ape-In Productions,6,0.64,600.0,0.12,6,0.72,1586,1.0
Lil Baby Ape Club,3,0.32,0.5,0.05,25,1.25,2280,5000.0
J. Pierce & Friends,3,0.32,0.18,0.03,7,0.21,1932,4000.0
Game of Blocks Genesis Lands,6,0.64,0.22,0.07,6,0.42000000000000004,1232,2767.0
Noundles,6,0.64,0.27,0.02,20,0.4,3124,7465.0
MetaTravelers: Genesis Stone,1,0.11,100.0,0.1,1,0.1,309,1.0
Alfa Pass,6,0.64,0.24,0.31,6,1.8599999999999999,1888,2499.0
Kumo x World Residents,2,0.21,0.41,0.07,27,1.8900000000000001,3798,6644.0
Genetic Chain - Ikebana,1,0.11,0.08,0.01,1,0.01,1087,1213.0
Take Heart Collection,1,0.11,0.35,0.06,1,0.06,262,285.0
Space Shiba Cards,4,0.43,19.05,0.01,4,0.04,1020,21.0
Furballs.com Official,3,0.32,0.14,0.32,10,3.2,1076,7400.0
mnmls.,1,0.11,1.13,0.01,10,0.1,322,888.0
Hor1zon Troopers,2,0.21,0.06,0.01,4,0.04,3936,6999.0
MetaGeckos Genesis,3,0.32,0.93,0.01,25,0.25,951,2686.0
Fat Ape Club,1,0.11,0.01,0.02,1,0.02,5342,9999.0
Lonely Shadows: Shadow Mint Passes,1,0.11,33.33,0.15,1,0.15,86,3.0
Letters by Vinnie Hager,3,0.32,0.3,1.85,3,5.550000000000001,851,1000.0
C.A.M.P.,3,0.32,0.33,0.0,7,0.0,1138,2098.0
TR Lab X AI 2041,2,0.21,0.76,0.31,2,0.62,209,262.0
Rare Ghost Club (RGC),1,0.11,0.12,0.02,6,0.12,2487,5006.0
Meta Monsters | MM,1,0.11,0.67,0.05,10,0.5,283,1500.0
Samot Club,1,0.11,0.1,0.06,3,0.18,555,3044.0
REMIX! Mint Club,5,0.54,250.0,0.03,5,0.15,972,2.0
ArcadeOG,2,0.21,0.24,0.09,2,0.18,358,843.0
Bauhaus Blocks,4,0.43,0.18,0.01,15,0.15,2053,8192.0
Unidentified contract - BForKI3KLQ,3,0.32,300.0,0.06,3,0.18,506,1.0
DOS TRASH,1,0.11,1.25,2.69,1,2.69,30,80.0
Dystolab Crates,4,0.43,400.0,0.03,4,0.12,809,1.0
BullsOnTheBlock Evo,4,0.43,1.21,0.05,77,3.85,1898,6369.0
APE DAO Legends,4,0.43,83.33,0.0,15,0.0,1149,18.0
THE SHIBOSHIS,3,0.32,0.04,0.5,4,2.0,2822,9995.0
Wave Schematics by luxpris,5,0.54,1.25,0.22,5,1.1,257,400.0
Nightkids Fearless Token,9,0.96,650.0,0.01,13,0.13,1964,2.0
RetroViz,1,0.11,0.65,0.01,3,0.03,250,459.0
Revolvessence,3,0.32,0.78,0.02,8,0.16,554,1024.0
Hexgen,1,0.11,0.54,0.04,1,0.04,100,186.0
Mighty Baby Dragons,4,0.43,1.19,0.0,119,0.0,2214,10000.0
Pixel Foxes Official,4,0.43,0.18,0.01,18,0.18,3283,10000.0
MaxonBollocks,2,0.21,0.39,0.01,15,0.15,975,3888.0
Pixel Galaxies by PixelGan,3,0.32,1.33,0.03,4,0.12,202,300.0
Dropspace Mint Tickets,1,0.11,0.29,0.1,1,0.1,249,350.0
CryptoHoots Steampunk Parliament,2,0.21,0.12,0.11,3,0.33,864,2500.0
PaletteMarbles,1,0.11,1.41,0.01,3,0.03,117,213.0
Dream Team NFT,4,0.43,0.11,0.0,11,0.0,5408,9999.0
PunkScapes,12,1.28,0.67,0.12,67,8.04,3123,10000.0
Nue Geo,6,0.64,1.03,0.01,15,0.15,721,1457.0
Spiral Frequencies,7,0.75,0.22,0.03,14,0.42,3139,6315.0
Palettebar,1,0.11,3.57,0.05,7,0.35000000000000003,107,196.0
Pixel Planets by PixelGan,4,0.43,1.4,0.0,14,0.0,322,1000.0
CJStxr: Cosmos Beckoning,1,0.11,14.29,0.15,1,0.15,13,7.0
Winter Bears,10,1.07,0.32,0.02,32,0.64,4601,10000.0
Apes Come Out At Night,1,0.11,13.33,0.1,2,0.2,13,15.0
REMIX! Club,6,0.64,0.23,0.03,13,0.39,2545,5550.0
Sipherian Surge,2,0.21,0.05,0.14,5,0.7000000000000001,3678,9999.0
PissPunks,3,0.32,0.49,0.01,49,0.49,1869,9999.0
Royal Society Chips,2,0.21,0.49,0.01,49,0.49,1202,10000.0
LoFiStargazer,4,0.43,2.13,0.01,18,0.18,283,846.0
Penguin Fight Club,1,0.11,0.1,0.01,10,0.1,3236,10000.0
Synesthesia Collective,1,0.11,0.27,0.0,3,0.0,584,1110.0
Gear (for Punks),8,0.86,0.31,0.01,24,0.24,2636,7777.0
Entities MultiPass,6,0.64,1.03,0.01,41,0.41000000000000003,1406,3970.0
Sleeper Hits Collection Volume 1 NFT Cribs,9,0.96,0.76,0.0,42,0.0,1933,5555.0
LoFiSkylines,7,0.75,0.84,0.0,28,0.0,1283,3333.0
Crypto Ghosts NFT,3,0.32,0.31,0.0,31,0.0,2923,9844.0
gorillabits legacy,1,0.11,0.1,0.01,1,0.01,285,1000.0
CJStxr: Debut,1,0.11,10.0,1.69,1,1.69,9,10.0
Maneki Gang,2,0.21,0.48,0.01,55,0.55,2170,11358.0
3D Bored Ape YC by Marcos Grijalva,1,0.11,100.0,0.0,2,0.0,1,2.0
Mandelbrot Set Collection,2,0.21,0.1,0.01,2,0.02,939,1978.0
Alfa Predator,5,0.54,0.79,0.01,11,0.11,600,1391.0
Cheddaz,1,0.11,0.06,0.0,4,0.0,1239,6295.0
nightkids,12,1.28,1.01,0.0,56,0.0,2206,5554.0
OG Pixel Ducks,1,0.11,3.45,1.0,1,1.0,20,29.0
Nice Drips,7,0.75,0.23,0.0,26,0.0,3091,11111.0
Eerie Elves,1,0.11,0.36,0.02,1,0.02,138,277.0
ILikeTurtles,1,0.11,1.0,0.01,10,0.1,340,1000.0
The lilfrecklez Collection,1,0.11,3.64,0.3,2,0.6,63,55.0
The Nemesis Companions,4,0.43,0.18,0.03,11,0.32999999999999996,1463,6013.0
WavesOnChain,7,0.75,1.27,0.05,13,0.65,421,1024.0
Baby Duck Pond,2,0.21,0.56,0.0,14,0.0,952,2493.0
The WonderQuest,1,0.11,0.05,0.01,5,0.05,2802,10000.0
Ape Harbour Dinghies,6,0.64,0.64,0.0,18,0.0,1222,2834.0
Ape Harbour Yachts,6,0.64,0.41,0.03,32,0.96,2512,7777.0
Hall Of Fame Goat Lodge,6,0.64,0.12,0.05,12,0.6000000000000001,3086,10000.0
3D Cool Cats by Marcos Grijalva,1,0.11,5.71,0.0,2,0.0,26,35.0
Royal Society of Players,3,0.32,0.49,0.05,49,2.45,1543,10000.0
Cool Cats Collabs,4,0.43,22.22,0.02,4,0.08,5874,18.0
Early Adopters: Cool Cats Comic Book Cover,7,0.75,1.66,0.0,7,0.0,379,421.0
Bitz,1,0.11,0.1,0.22,1,0.22,338,1000.0
Geo Zoo Remix,1,0.11,3.17,0.05,2,0.1,63,63.0
Rabbit College Club,4,0.43,0.3,0.0,30,0.0,2291,10000.0
Crypto Hodlers NFT,9,0.96,0.48,0.01,48,0.48,2171,10000.0
SpaceShibas,4,0.43,0.29,0.03,15,0.44999999999999996,1009,5155.0
Sewer Rat Social Club,4,0.43,0.21,0.02,19,0.38,2368,8888.0
Slacker Duck Pond,3,0.32,0.47,0.01,28,0.28,2244,6000.0
DystoPunks,5,0.54,0.77,0.22,16,3.52,668,2077.0
My Fucking Pickle,8,0.86,0.2,0.05,20,1.0,2715,10000.0
"Bushido Apes, Peasants and Items",2,0.21,4.76,0.03,11,0.32999999999999996,370,231.0
Ghxsts Cxlture,16,1.71,782.61,0.12,180,21.599999999999998,973,23.0
Wilder World,6,0.64,2.19,0.9,161,144.9,2259,7341.0
Hash Garage,1,0.11,0.07,0.01,1,0.01,386,1469.0
Mitzsuki,5,0.54,35.71,0.02,15,0.3,500,42.0
PACMAN x Genies: Into The Future,3,0.32,50.0,0.35,4,1.4,200,8.0
HIDDEN Open Editions by Hackatao,1,0.11,0.43,1.85,1,1.85,132,231.0
PXIN GXNG,9,0.96,166.18,0.1,113,11.3,747,68.0
Portion Art Token,2,0.21,0.88,0.0,2,0.0,1161,228.0
TinyLily,1,0.11,0.16,0.02,8,0.16,70,5000.0
Dooggies,2,0.21,0.03,0.08,3,0.24,3254,9993.0
EGOR V3,1,0.11,100.0,0.3,1,0.3,1,1.0
3D BASTARD PUNKS,1,0.11,3.64,0.1,2,0.2,26,55.0
3D Masks,1,0.11,2.17,0.95,1,0.95,25,46.0
Astro Punks,1,0.11,1.33,0.04,4,0.16,194,300.0
Screen Legends,1,0.11,25.0,1.0,1,1.0,3,4.0
CryptoMouse,1,0.11,2.56,0.01,1,0.01,11,39.0
Crypto Kid,1,0.11,3.12,0.08,1,0.08,57,32.0
Pipps Original,2,0.21,35.71,0.04,10,0.4,174,28.0
Baeige,2,0.21,0.35,0.12,4,0.48,292,1154.0
ADD Generative Drawings,2,0.21,1.1,0.15,4,0.6,137,363.0
CryptoBots,2,0.21,0.06,0.12,6,0.72,2261,9984.0
JASON NAYLOR EDITIONS,1,0.11,100.0,0.4,1,0.4,24,1.0
NOOBPUNKS NFT,2,0.21,0.15,0.0,11,0.0,493,7541.0
Emotion Monsters,1,0.11,2.44,0.2,1,0.2,37,41.0
Haunted Mind,1,0.11,20.0,0.122,1,0.122,6,5.0
Vhils,1,0.11,0.2,0.4,2,0.8,93,983.0
Rich Baby Col.,1,0.11,0.1,0.0,1,0.0,1001,1000.0
BadKids Ser,5,0.54,5.0,0.0,5,0.0,751,100.0
CryptoUnicorn T,14,1.5,0.0,0.0,0,0.0,1000,999.0
Bored Ape Original Collaborations,1,0.11,30.0,0.05,3,0.15000000000000002,6,10.0
Nakamuru Hana Seed,1,0.11,25.0,0.04,1,0.04,29,4.0
Glory to Ukraine by Tristan Eaton,1,0.11,0.2,0.07,1,0.07,289,499.0
2DCryptoPunks,1,0.11,2.44,0.05,1,0.05,34,41.0
AlyxG Collection,1,0.11,9.09,0.0,1,0.0,2,11.0
Fake Banksy Punks,1,0.11,2.16,0.03,4,0.12,63,185.0
Sleepy Joes Club,1,0.11,4.65,0.0,2,0.0,8,43.0
BEEPLE: UNCERTAIN FUTURE,2,0.21,37.93,0.0,11,0.0,17,29.0
Calend'art Project P.Soufflet,1,0.11,3.45,0.2,1,0.2,25,29.0
Mercedes-Benz Colletion NFT,1,0.11,50.0,0.0,2,0.0,35,4.0
Banksy Mona Lisa,2,0.21,200.0,0.08,2,0.16,34,1.0
Abucamber Collection,1,0.11,3.57,0.01,1,0.01,3,28.0
Sophisticated Zebra Collection,2,0.21,1.63,0.2,2,0.4,25,123.0
BitBullies Official,3,0.32,0.16,0.03,3,0.09,260,1877.0
Colorful cow,1,0.11,6.25,0.025,1,0.025,3,16.0
STARKADE: Legion,13,1.39,0.66,0.04,46,1.84,1922,7015.0
STARKADE: The Lost Fighters,3,0.32,3.49,0.13,11,1.4300000000000002,222,315.0
COVIDBalls!,1,0.11,1.0,0.0,1,0.0,5,100.0
Waf Magic Bottles,1,0.11,10.53,0.0,2,0.0,4,19.0
A Punk In The Painting,1,0.11,6.67,0.01,1,0.01,23,15.0
The Death Feather Part 2 Mashups,1,0.11,14.29,0.03,1,0.03,2,7.0
Banksy Elon,2,0.21,200.0,0.28,2,0.56,41,1.0
Stoned Ape Theory.,1,0.11,9.68,0.01,3,0.03,230,31.0
Surreal Ape Club,1,0.11,4.0,0.01,1,0.01,163,25.0
BEEPLE: FOUNDATION,1,0.11,12.5,0.0,1,0.0,2,8.0
Tristan Eaton: Audrey of Mulberry,1,0.11,100.0,0.0,1,0.0,143,1.0
CHAOS Urs Fischer,1,0.11,0.87,567.0,1,567.0,43,115.0
AI Art Creator,1,0.11,20.0,0.0,1,0.0,2,5.0
CountryFaces,1,0.11,1.15,0.0,1,0.0,4,87.0
Princhi,1,0.11,0.69,0.0,1,0.0,3,144.0
Larissa's Collection,1,0.11,13.33,0.0,2,0.0,3,15.0
United Colors Society,2,0.21,1.43,0.05,2,0.1,16,140.0
SupBirds,1,0.11,5.0,0.07,1,0.07,19,20.0
Secret Warrior Society,1,0.11,0.6,0.0,1,0.0,124,168.0
BEEPLE: HUMAN ONE,1,0.11,100.0,0.0,1,0.0,1,1.0
Sonified Collection - Years,1,0.11,1.2,0.0,1,0.0,2,83.0
jokiSpheres,1,0.11,0.92,0.02,1,0.02,15,109.0
bibi original,1,0.11,7.69,0.02,2,0.04,63,26.0
BoringBrain,1,0.11,3.33,0.05,1,0.05,4,30.0
Kodama,1,0.11,3.33,0.0,1,0.0,12,30.0
Ishihara Plates,2,0.21,0.75,0.11,2,0.22,146,267.0
Diamond Hands Club Membership,1,0.11,0.55,0.02,1,0.02,77,181.0
Mystery Box NFT,1,0.11,0.84,0.08,2,0.16,92,237.0
Travelium,1,0.11,33.33,0.05,1,0.05,34,3.0
MC-17,1,0.11,5.56,0.12,1,0.12,4,18.0
Serenity_Of Mind,1,0.11,7.14,0.05,1,0.05,6,14.0
Alto city,2,0.21,0.28,0.01,12,0.12,950,4287.0
Jurassic Club,2,0.21,0.02,0.3,2,0.6,15,9688.0
Dickheads,1,0.11,0.28,0.04,1,0.04,173,358.0
NFT Widgets,1,0.11,33.33,0.0,1,0.0,3,3.0
The Roundies Originals,1,0.11,2.86,5.0,1,5.0,34,35.0
420 Bitcoins,1,0.11,50.0,0.02,1,0.02,23,2.0
FCKNFTs,1,0.11,100.0,10.69,1,10.69,31,1.0
thebestfeelingever,1,0.11,100.0,0.04,1,0.04,36,1.0
- - VXmb0clf2k,1,0.11,66.67,0.01,2,0.02,3,3.0
POWER SURF,1,0.11,0.1,0.01,1,0.01,35,1000.0
NOUR V2,1,0.11,20.0,0.06,1,0.06,111,5.0
Tobis,1,0.11,100.0,0.0,1,0.0,3,1.0
Volumetry Studies,1,0.11,5.0,0.02,1,0.02,4,20.0
Amigurumi (small crochet stuffed toys),1,0.11,50.0,0.0,1,0.0,2,2.0
Arabian Camels,6,0.64,0.11,0.04,13,0.52,3260,12012.0
Arabian Camels VIP,1,0.11,10.0,33.0,1,33.0,10,10.0
Beeple Art Versatility,1,0.11,0.79,0.0,1,0.0,2,126.0
VR6: The Original Collection,1,0.11,100.0,0.9,1,0.9,61,1.0
White Tee Capsule,1,0.11,20.0,0.0,1,0.0,4,5.0
Howdy Daniel,1,0.11,14.29,0.0,1,0.0,4,7.0
Certy,1,0.11,100.0,0.0,1,0.0,1,1.0
Lbank universum,1,0.11,25.0,0.15,1,0.15,18,4.0
Jurjak @ Unspoken Thoughts,1,0.11,2.63,0.09,1,0.09,37,38.0
WEEPLE: THE GENESIS 60,1,0.11,1.45,5.0,1,5.0,25,69.0
FuckingCovid,1,0.11,1.47,0.01,1,0.01,44,68.0
ALKA86,1,0.11,10.0,0.0,1,0.0,3,10.0
liberations,1,0.11,9.09,0.005,1,0.005,30,11.0
Crypto Swine,1,0.11,0.78,0.0,2,0.0,112,256.0
MINOR HEROES,1,0.11,1.79,0.05,1,0.05,235,56.0
The Creative Box,1,0.11,10.0,0.28,1,0.28,2,10.0
MetaStickers,1,0.11,6.67,0.0,1,0.0,10,15.0
Subjugation,1,0.11,16.67,0.0,1,0.0,5,6.0
Crypto LOFT+,1,0.11,7.14,0.0,1,0.0,3,14.0
CRYPTO ALIENS COLLECTION,1,0.11,0.52,0.02,1,0.02,9,191.0
Collectible Figures,1,0.11,0.74,0.0,1,0.0,693,135.0
AI LeBLEEPLE,1,0.11,5.29,0.14,10,1.4000000000000001,70,189.0
8bit Crap,1,0.11,9.09,0.15,3,0.44999999999999996,10,33.0
Beyond Humans,1,0.11,2.27,0.01,1,0.01,3,44.0
PunkNauts,1,0.11,1.67,0.0,1,0.0,14,60.0
ArtBalls,1,0.11,1.85,0.005,2,0.01,7,108.0
TRANSFORM.ORANGE #NFT,1,0.11,14.29,0.0,1,0.0,5,7.0
ParticleStorm,1,0.11,20.0,0.0,1,0.0,15,5.0
ZeroOriginals,1,0.11,10.0,0.0,1,0.0,3,10.0
kx51,1,0.11,100.0,0.0,1,0.0,1,1.0
Crypto Airships,2,0.21,12.5,0.08,2,0.16,68,16.0
CryptoNekos,1,0.11,0.61,0.04,1,0.04,18,164.0
dis[PLACE] : constructs,1,0.11,14.29,0.11,1,0.11,23,7.0
Day at Lucky's,1,0.11,100.0,0.0,1,0.0,1,1.0
AI-Girls,1,0.11,0.79,0.05,1,0.05,3,126.0
FUCK Collection,1,0.11,1.47,0.0,1,0.0,2,68.0
NFT Collection - qlJXAfRSjq,1,0.11,10.0,0.0,1,0.0,6,10.0
PixelPandas,1,0.11,0.5,0.01,1,0.01,60,200.0
NiftyNauts,1,0.11,2.38,0.0,1,0.0,12,42.0
[Lady in the Abyss] series#1 ED n/20,1,0.11,25.0,100.0,1,100.0,22,4.0
CryptoZebra,1,0.11,1.19,0.0,1,0.0,24,84.0
Magical metaverse music machine,1,0.11,100.0,0.0,1,0.0,3,1.0
cryptochu,1,0.11,14.29,0.09,1,0.09,3,7.0
STICKY CITY,1,0.11,2.56,0.12,1,0.12,6,39.0
PUTout,1,0.11,0.98,0.0,1,0.0,2,102.0
artmadeby.ai,1,0.11,12.07,0.0,7,0.0,18,58.0
THE5 - DrDBLN,1,0.11,50.0,1.0,2,2.0,27,4.0
Teacup Kittens,1,0.11,0.9,0.04,1,0.04,11,111.0
CryptoFinearts,1,0.11,33.33,0.0,1,0.0,4,3.0
[*],1,0.11,5.0,0.0,1,0.0,5,20.0
Canvas by Mross,1,0.11,100.0,0.0,1,0.0,3,1.0
Kidwuf's Cryptoland,1,0.11,20.0,0.0,1,0.0,3,5.0
Dot Sun,1,0.11,2.7,0.22,1,0.22,6,37.0
B33PLE,1,0.11,12.0,0.08,3,0.24,49,25.0
NFTs are not art,1,0.11,16.67,0.0,1,0.0,3,6.0
Breeds,1,0.11,0.96,0.01,4,0.04,613,415.0
Beeple Moonmission,1,0.11,50.0,50.0,1,50.0,2,2.0
Valhalla V6,1,0.11,11.11,3.69,1,3.69,9,9.0
The NFT Art Critic Collection,1,0.11,16.67,69420.0,1,69420.0,6,6.0
CryptoDix,1,0.11,0.38,0.69,1,0.69,67,262.0
FRTZN EDITION,2,0.21,28.57,0.05,4,0.2,58,14.0
Crypto Ducks,1,0.11,2.04,0.02,1,0.02,33,49.0
Princesse NFT Dolls - Castle Crew,1,0.11,0.35,0.0,1,0.0,98,288.0
Rico's Modern Life,1,0.11,33.33,0.0,1,0.0,2,3.0
RTFKTstudios Easter Eggs,1,0.11,1.52,100.0,1,100.0,46,66.0
RYOTA MORI ART,1,0.11,1.37,0.005,1,0.005,2,73.0
Commodes,1,0.11,3.23,0.0,1,0.0,3,31.0
MOODY SECRETS,1,0.11,6.25,0.2,1,0.2,8,16.0
*magic internet money*,2,0.21,1.0,5.0,2,10.0,107,200.0
The Most Famous Artist,1,0.11,0.18,0.35,1,0.35,59,555.0
The We Don't Know Vault,1,0.11,2.56,0.0,1,0.0,2,39.0
The Blue Jays,1,0.11,2.13,0.03,1,0.03,20,47.0
Art By Enrico Moses // FOREVER 4 MY COLLECTORS,1,0.11,3.23,0.0,1,0.0,9,31.0
Cyberpunk,1,0.11,0.15,0.07,1,0.07,325,661.0
Kristoph Galland,1,0.11,3.7,0.0017,1,0.0017,3101,27.0
Cover Artwork by Anthony Sims,1,0.11,8.33,0.0,1,0.0,3,12.0
freestyle,1,0.11,3.33,0.02,1,0.02,66,30.0
WIP,1,0.11,3.03,0.35,1,0.35,175,33.0
NEON CORP,1,0.11,11.11,0.02,1,0.02,17,9.0
Laurens.Crypto Prints,1,0.11,9.09,0.1,1,0.1,6,11.0
Codex Record,1,0.11,0.0,0.02,1,0.02,5381,492035.0
Scab Shop,1,0.11,8.33,0.0,1,0.0,8,12.0
Kitbash Boogers,2,0.21,0.18,0.11,2,0.22,907,1111.0
BLACK FLAG 4 UKRAINE V2,1,0.11,66.67,0.0,2,0.0,2,3.0
BLACK FLAG 4 UKRAINE,1,0.11,100.0,0.0,1,0.0,1,1.0
The Banksters,1,0.11,0.13,0.15,2,0.3,401,1500.0
Terroir by Kelly Milligan,2,0.21,0.7,0.1,2,0.2,151,285.0
Mind Maze by Parse/Error,1,0.11,2.44,0.0,1,0.0,32,41.0
AiLBUMS by GEN.ART,2,0.21,0.85,0.02,2,0.04,119,234.0
psycho mfers in Paris,2,0.21,0.6,0.03,6,0.18,280,999.0
Phto. Exhibit,3,0.32,4.55,0.03,8,0.24,292,176.0
OSF Editions,7,0.75,275.0,0.7,11,7.699999999999999,356,4.0
Phto. Curated Collection,2,0.21,25.0,0.07,2,0.14,73,8.0
0xmoments,2,0.21,100.0,0.0,2,0.0,28,2.0
CryptoVenus,1,0.11,0.27,0.04,3,0.12,427,1110.0
Editions X Tylersjourney,4,0.43,400.0,0.15,4,0.6,98,1.0
Dik-Dik Headz Mint Pass,3,0.32,0.71,0.13,3,0.39,271,420.0
Banksy - Gorilla in a Pink Mask,1,0.11,0.76,0.07,5,0.35000000000000003,305,660.0
Charles Peterson Music Photography,2,0.21,26.67,7.02,4,28.08,12,15.0
A.Mashiro,1,0.11,7.69,0.0,1,0.0,11,13.0
Mirage Gallery Curated,3,0.32,0.77,0.06,9,0.54,210,1176.0
Feral File #012 - Field Guide,2,0.21,5.56,0.22,4,0.88,36,72.0
CYBERPUNK VOL. 1,1,0.11,3.12,0.35,1,0.35,24,32.0
The Other Avatars by Saatchi Art,12,1.28,0.75,0.03,19,0.57,1310,2523.0
Playboy Hare Drops,1,0.11,9.09,0.03,1,0.03,5243,11.0
Chi Modu - The Second Drop,7,0.75,3.09,0.02,21,0.42,268,680.0
BlackPixar Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Ricky Powell - Genesis Collection,2,0.21,1.39,0.03,5,0.15,157,360.0
T Eric Monroe - Genesis Collection,2,0.21,2.2,0.01,5,0.05,81,227.0
Ledger Series C,2,0.21,100.0,0.0,2,0.0,29,2.0
Piano King NFT,1,0.11,0.05,0.1,1,0.1,837,2000.0
Tin-Tin paintings : The dragon series,1,0.11,14.29,0.0,1,0.0,3,7.0
Recursion by Hevey,3,0.32,1.56,0.11,4,0.44,181,256.0
Space Birds by Mark Cotton,2,0.21,4.17,0.29,2,0.58,41,48.0
FWB.art Miami Basel 2021,2,0.21,200.0,0.02,16,0.32,477,8.0
Satisfy Digital Collectibles,1,0.11,4.35,0.0,1,0.0,26,23.0
PupperNFT,1,0.11,4.26,0.0,2,0.0,16,47.0
Skinned Alive,1,0.11,1.56,0.2,2,0.4,59,128.0
LaCollection.io,2,0.21,0.12,0.08,3,0.24,613,2477.0
Dogs of Discord,1,0.11,4.0,0.0,1,0.0,19,25.0
Ledger Hackathon Summer 2021,1,0.11,1.15,0.0,1,0.0,49,87.0
PuffWorld v0,2,0.21,0.2,0.8,2,1.6,1005,1000.0
McLaren MSO LAB Genesis,4,0.43,0.31,0.55,6,3.3000000000000003,1385,1951.0
