name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Silhouette by Niel de la Rouviere,3,0.32,3.36,0.29,4,1.16,73,119.0
EARTH 2: MARS COLONY,1,0.11,14.29,0.1,1,0.1,3,7.0
JakNFT Mints,4,0.43,200.0,0.08,4,0.32,221,2.0
Jake Inez - Limited Editions,1,0.11,50.0,0.2,1,0.2,38,2.0
GreenMonstera & Girl  Collection,1,0.11,5.56,0.05,1,0.05,9,18.0
Jord Hammond x Editions,1,0.11,100.0,0.19,1,0.19,107,1.0
Eric Rubens Editions,2,0.21,200.0,0.32,2,0.64,146,1.0
JakNFT Editions,1,0.11,4.65,0.9,2,1.8,28,43.0
Wayfarer- by Jake Inez,2,0.21,13.33,0.0,2,0.0,14,15.0
Spaghettification by Owen Moore,6,0.64,2.15,0.04,22,0.88,627,1024.0
Labyrometry by Eliya Stein,4,0.43,0.62,0.03,5,0.15,512,800.0
Rare Window,1,0.11,14.29,0.0,1,0.0,6,7.0
Blaschke Ballet by NumbersInMotion,3,0.32,0.5,0.09,3,0.27,421,600.0
Tylersjourney Editions,2,0.21,18.18,0.05,2,0.1,85,11.0
GM Sunshine,1,0.11,4.08,0.35,4,1.4,44,98.0
The Forest People,1,0.11,3.33,0.4,1,0.4,15,30.0
Migratory Birds,1,0.11,6.67,0.27,1,0.27,6,15.0
NOMAD - Samantha Cavet,2,0.21,7.41,0.95,2,1.9,26,27.0
Nights in Miami,1,0.11,2.0,0.35,1,0.35,33,50.0
By Way of Water,2,0.21,3.0,1.2,3,3.5999999999999996,79,100.0
Photosynthetic by Owen Moore,1,0.11,4.0,0.25,2,0.5,36,50.0
Ben Strauss Editions,1,0.11,100.0,0.09,1,0.09,87,1.0
The Animoon,1,0.11,0.04,0.02,4,0.08,5123,9999.0
Seabums Ocean Crew,1,0.11,0.03,0.035,2,0.07,3406,6291.0
SHIB YARD,1,0.11,0.01,0.16,1,0.16,5440,19226.0
Mines of Dalarnia Mining Apes Collection,2,0.21,0.1,0.15,3,0.44999999999999996,2314,3040.0
The KILLAZ,2,0.21,0.12,0.02,12,0.24,4039,9971.0
The BirdHouse,3,0.32,0.22,0.01,13,0.13,2119,6000.0
Save the Martians,2,0.21,0.03,0.0,4,0.0,4054,14164.0
StripperVille NFTs,1,0.11,0.03,0.11,1,0.11,573,3010.0
Pixel Kitty Supercar Club,2,0.21,0.35,0.0,7,0.0,685,2020.0
AnimalWorldWar,1,0.11,0.06,0.01,1,0.01,578,1728.0
Photos From My Past,1,0.11,2.86,0.05,2,0.1,35,70.0
Super Fat Apes NFT,1,0.11,0.52,0.0,1,0.0,192,192.0
jM Stamps,1,0.11,100.0,0.0,1,0.0,29,1.0
Boss Babes Genesis Collection,1,0.11,0.15,0.03,2,0.06,666,1373.0
The Psychonaut Ape Division,1,0.11,0.03,0.11,2,0.22,2181,7777.0
Think Nima Community Cards,1,0.11,33.33,0.0,1,0.0,23,3.0
Peace - Myr,1,0.11,1.15,0.1,1,0.1,68,87.0
Llamaverse Genesis,1,0.11,0.03,3.6,1,3.6,138,4000.0
Artemis Singles,1,0.11,25.0,0.0,1,0.0,4,4.0
Weeeeeeeee,1,0.11,20.0,0.0,1,0.0,3,5.0
Past Peasants Futures,1,0.11,11.11,0.55,1,0.55,5,9.0
Imaginarium AI - Outposts (Foundation),1,0.11,6.25,0.0,1,0.0,8,16.0
Finiliar,5,0.54,4.05,0.39,49,19.11,269,1210.0
Roo Troop,1,0.11,0.04,0.14,2,0.28,2292,5500.0
POP UP STORY,1,0.11,20.0,0.05,2,0.1,4,10.0
zhannetpodobed Collection,1,0.11,50.0,0.0,1,0.0,16,2.0
Zen's Mirrors,1,0.11,100.0,0.0,1,0.0,4,1.0
Deep Dives: Mandalas by Think Nima (2017-18),1,0.11,5.0,0.11,1,0.11,10,20.0
NFT Security Guides,1,0.11,100.0,0.06,1,0.06,75,1.0
WINGS OF BEAUTY,1,0.11,6.25,0.1,1,0.1,17,16.0
THE POWER OF FOOD,1,0.11,16.67,0.0,1,0.0,5,6.0
Flower Postcards,1,0.11,3.57,0.09,1,0.09,26,28.0
Zen's Kaleidoscopia,1,0.11,12.5,0.05,1,0.05,35,8.0
Departures Odyssey,1,0.11,5.0,0.4,1,0.4,16,20.0
Dumpster Statements.,1,0.11,2.5,0.111,1,0.111,21,40.0
Chestr Genesis Memento,1,0.11,100.0,0.0,1,0.0,27,1.0
Dancing In TheSky,1,0.11,100.0,0.0,1,0.0,1,1.0
THE DUNES OF MYSTERY,1,0.11,100.0,0.0,1,0.0,1,1.0
Neon Ape Yacht Club,2,0.21,2.08,0.1,2,0.2,81,96.0
Dollar and Friends,1,0.11,100.0,0.0,1,0.0,0,0.0
Space Riders NFT,2,0.21,0.08,0.06,7,0.42,3549,8888.0
Supreme Kong,1,0.11,0.1,0.48,2,0.96,1037,2000.0
AutonomousArt,2,0.21,0.47,0.05,3,0.15000000000000002,398,634.0
amoney14 Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
MillionDollarTokenPage (v1),1,0.11,0.07,0.15,1,0.15,294,1505.0
Bunga by Rukmunal Hakim,1,0.11,100.0,0.0,1,0.0,46,1.0
Bharat Krymo V2,1,0.11,100.0,0.0,2,0.0,1,2.0
Skully Boy Editions,1,0.11,100.0,1.9,2,3.8,32,2.0
Cyber Humanoid VIP,1,0.11,100.0,0.5,1,0.5,60,1.0
??1?,1,0.11,33.33,0.25,1,0.25,97,3.0
Forgotten Runes Beast Spawn,3,0.32,3.4,2.0,10,20.0,165,294.0
VIP Treats,1,0.11,25.0,0.0,1,0.0,4,4.0
MythoDrop,1,0.11,33.33,0.04,1,0.04,216,3.0
Aku's New Friend,2,0.21,200.0,3.35,2,6.7,74,1.0
Special Edition Vibeheads,1,0.11,1.27,1.0,1,1.0,69,79.0
Idols NFT,3,0.32,0.15,0.18,15,2.6999999999999997,1621,9999.0
Minted book,2,0.21,200.0,0.1,4,0.4,40,2.0
Curious Cabins - Multi Editions,1,0.11,33.33,0.0,1,0.0,48,3.0
Movement DAO's Ascended Ape Collection,1,0.11,0.06,0.4,1,0.4,1114,1812.0
Mystery of Cappadocia,1,0.11,10.0,0.0,1,0.0,5,10.0
Creative daydreams,1,0.11,20.0,0.0,1,0.0,4,5.0
Ryan Koopmans,1,0.11,10.0,0.0,1,0.0,10,10.0
Underground Ape Club (Official),1,0.11,0.02,0.0,1,0.0,503,5081.0
Modern Renaissance Frens,2,0.21,56.25,0.22,9,1.98,69,16.0
"Ink&Water, The Anthology.",1,0.11,2.0,0.08,1,0.08,10,50.0
DANKBOTS SPECIAL EDITIONS,1,0.11,100.0,0.0,1,0.0,90,1.0
Angry Ape Army Legendary Collection,1,0.11,3.23,0.0,1,0.0,30,31.0
Bumdog Torres,1,0.11,2.04,0.0,1,0.0,9,49.0
Tales from the Wasteland. Bucky The Butcher by P1X37,1,0.11,14.29,1.0,1,1.0,111,7.0
A Decade From Above,1,0.11,4.55,0.4,1,0.4,19,22.0
PortREYts,1,0.11,3.03,40.0,1,40.0,30,33.0
REYvolution Series,1,0.11,33.33,0.7,1,0.7,36,3.0
"""We are One""",1,0.11,3.57,1.99,1,1.99,8,28.0
Hashmusks Attack,1,0.11,0.55,0.0,1,0.0,165,182.0
Nude is the most beautiful art form,1,0.11,12.12,0.11,4,0.44,15,33.0
Van Minion,1,0.11,0.12,0.06,1,0.06,335,819.0
Pantano's genesis collection,1,0.11,6.45,0.09,2,0.18,17,31.0
Unearthed V2,1,0.11,16.67,0.0,1,0.0,5,6.0
P:X by mightymoose,4,0.43,2.08,0.07,8,0.56,218,384.0
Pecahan,1,0.11,8.33,0.0,1,0.0,10,12.0
ALIENQUEENVAULT,1,0.11,50.0,5.55,1,5.55,13,2.0
ORIGAMINJA !,1,0.11,6.25,0.5,1,0.5,21,16.0
NACHO NIGHT KEYS,1,0.11,5.0,0.25,1,0.25,17,20.0
Joyful Dream,1,0.11,7.69,0.6,1,0.6,12,13.0
Text is Lava,1,0.11,0.9,0.1,1,0.1,11,111.0
Taj Mahal - an Eternal love story,1,0.11,7.14,0.1,1,0.1,5,14.0
Crypto Calaveras NFT,2,0.21,0.77,0.04,10,0.4,280,1302.0
Forgotten Souls,4,0.43,2.9,3.0,18,54.0,362,621.0
Crypto Calaveras Genesis Membership,2,0.21,1.41,0.03,12,0.36,362,850.0
SEOUL OF THE DEAD,1,0.11,3.33,0.07,1,0.07,15,30.0
PasteInPeace Collection,1,0.11,4.35,0.1,1,0.1,23,23.0
4D Architecture,1,0.11,1.25,0.49,1,0.49,42,80.0
bluugu collector token,1,0.11,66.67,0.0,2,0.0,11,3.0
The Truth Of Society,1,0.11,20.0,0.05,2,0.1,4,10.0
The Gratitude Series,1,0.11,14.29,0.0,1,0.0,7,7.0
Pinkadelic Digital Ceramics,1,0.11,12.5,0.22,1,0.22,56,8.0
KawaiiKowai Portals,1,0.11,3.12,1.0,1,1.0,22,32.0
Ocean Origins,1,0.11,4.0,1.0,1,1.0,18,25.0
Beanie sucks,1,0.11,100.0,0.17,1,0.17,17,1.0
AtomPlanet Bot,1,0.11,3.12,0.02,2,0.04,58,64.0
Gems & Minerals,1,0.11,12.5,0.0,1,0.0,5,8.0
Nikolina Petolas Art,1,0.11,7.14,9.0,1,9.0,13,14.0
Nikeeta Lakhiani Art,1,0.11,30.0,1.0,3,3.0,8,10.0
Art Banditz X GC,1,0.11,1.72,1.1,1,1.1,35,58.0
Colours and Shades,1,0.11,0.79,0.1,1,0.1,27,127.0
Charles Peterson Grunge Years NFT collection - Classics,3,0.32,9.09,0.4,3,1.2000000000000002,70,33.0
HEAVEN XI,1,0.11,75.0,0.06,3,0.18,18,4.0
Eternal Dream,1,0.11,6.67,1.0,2,2.0,22,30.0
Modern Renaissance Goddesses,1,0.11,7.69,4.5,1,4.5,13,13.0
Dope AF,1,0.11,0.1,0.07,1,0.07,12,1000.0
Procedurally Generated: Series One,2,0.21,4.17,0.25,2,0.5,21,48.0
Summer of Abstraction,1,0.11,3.03,0.0,1,0.0,9,33.0
Aerial Dreamscapes,1,0.11,2.5,0.35,1,0.35,35,40.0
M I N D L E S S V3,1,0.11,5.0,0.24,1,0.24,15,20.0
CYBER CREW,1,0.11,0.79,0.32,1,0.32,69,126.0
Meaning within the Minimal,2,0.21,5.0,0.49,3,1.47,39,60.0
Modo,1,0.11,100.0,0.0,1,0.0,8,1.0
MADHOUSE | by k-art,1,0.11,3.0,0.4,3,1.2000000000000002,62,100.0
Goddess Of Cerrency Power,1,0.11,12.5,0.06,1,0.06,5,8.0
Neon Cats,1,0.11,0.69,0.01,3,0.03,219,433.0
once upon a time in somewhere...,1,0.11,100.0,0.0,6,0.0,1,6.0
bluugu artefact,1,0.11,9.09,2.0,2,4.0,15,22.0
New York by Night,1,0.11,16.67,0.2,1,0.2,11,6.0
NFT gods,1,0.11,4.55,0.01,1,0.01,3,22.0
Kanati,2,0.21,4.84,0.6,3,1.7999999999999998,33,62.0
The Synthwave Girs,1,0.11,50.0,0.0,1,0.0,2,2.0
Cyber Humanoid,1,0.11,5.74,0.12,7,0.84,65,122.0
After The Party by Bassjackers,1,0.11,3.33,0.2,1,0.2,8,30.0
Poker Cards NFT,1,0.11,1.0,0.01,1,0.01,11,100.0
Laser Punks,1,0.11,100.0,0.0,1,0.0,1,1.0
BeyondNFT Factories,2,0.21,1.3,0.05,2,0.1,76,154.0
UMA NO COPYRIGHT,2,0.21,4.35,0.25,3,0.75,38,69.0
Bluugu Moments,1,0.11,28.57,5.0,2,10.0,6,7.0
Symbiosis #0cchi0401,1,0.11,100.0,0.0,2,0.0,1,2.0
CRYPTO CRYPTOS,1,0.11,5.88,0.54,3,1.62,37,51.0
KenNakant,1,0.11,8.33,0.18,1,0.18,6,12.0
Alla Prima by LANA DENINA,2,0.21,40.0,0.0,2,0.0,19,5.0
Zomax,1,0.11,3.15,10.0,4,40.0,26,127.0
shoes of the sea,1,0.11,3.45,0.04,1,0.04,21,29.0
Vexx,1,0.11,0.07,0.26,1,0.26,104,1518.0
white infinity,1,0.11,8.0,0.99,2,1.98,21,25.0
NU4YA: Word Works,2,0.21,12.5,0.04,2,0.08,9,16.0
Chain/Saw,1,0.11,3.05,0.69,4,2.76,29,131.0
unstablekido,1,0.11,1.56,0.3,1,0.3,45,64.0
Goro's Art Works,1,0.11,0.45,0.1,1,0.1,113,221.0
OSF OS,1,0.11,16.67,6.9,1,6.9,21,6.0
The Travellers,1,0.11,21.28,0.1,10,1.0,21,47.0
__kashushu,1,0.11,100.0,0.0,1,0.0,1,1.0
Poetic Justice,1,0.11,12.5,0.34,1,0.34,4,8.0
HaruKomoda,1,0.11,1.52,5.0,1,5.0,37,66.0
WhaleShark: The Big Fish Drop,1,0.11,5.71,0.1,2,0.2,86,35.0
Too Many Zombies,1,0.11,0.79,0.09,3,0.27,24,381.0
Date Token,1,0.11,1.11,2.5,1,2.5,35,90.0
AnimePic,1,0.11,0.05,0.05,1,0.05,26,1845.0
Art - Crypto,1,0.11,25.0,0.0,1,0.0,3,4.0
Olento,1,0.11,25.0,0.0,1,0.0,3,4.0
Bassjackers,1,0.11,1.03,0.04,3,0.12,47,290.0
Hot Lips,1,0.11,9.09,0.038,1,0.038,58,11.0
Fabricated Fairytales by FEWOCiOUS x parrott_ism x Odious x Jonathan Wolfe,1,0.11,0.19,0.4,1,0.4,120,532.0
Break The Internet,1,0.11,1.96,0.1,1,0.1,195,51.0
Jrrdan Paintings,1,0.11,16.67,9.0,1,9.0,6,6.0
CryptoWorms,1,0.11,2.7,0.04,2,0.08,15,74.0
"Yang Rebah Bangun, Karena Terinjak by Rukmunal Hakim",1,0.11,30.0,11.33,3,33.99,7,10.0
Popart heroes,1,0.11,1.19,0.15,1,0.15,46,84.0
CYBERWITCH WARRIORS,1,0.11,7.69,0.1,1,0.1,43,13.0
Crypto Duuudes,2,0.21,1.17,0.45,2,0.9,60,171.0
Scrazyone,2,0.21,10.0,0.4,7,2.8000000000000003,33,70.0
The Million Dollar Punk Draw,2,0.21,0.0,0.0,0,0.0,0,0.0
YON'S gift shop,1,0.11,20.0,0.08,1,0.08,83,5.0
Perfectly Imperfect V2,1,0.11,5.0,0.2,1,0.2,14,20.0
Max Osiris Collection,1,0.11,2.78,9.99,1,9.99,24,36.0
Zam,1,0.11,1.85,0.03,1,0.03,106,54.0
ThankYouX and JN Silva,2,0.21,0.75,0.29,5,1.45,112,663.0
Marc Tudisco,1,0.11,0.07,0.1,1,0.1,183,1509.0
Billelis,2,0.21,0.28,0.4,4,1.6,142,1412.0
Jason Ebeyer,1,0.11,0.14,0.09,1,0.09,62,739.0
Studio JQ,1,0.11,1.04,0.09,4,0.36,59,383.0
OFFICIAL,1,0.11,0.98,2.0,1,2.0,78,102.0
Lucho Poletti,1,0.11,0.07,0.3,1,0.3,112,1517.0
rhcrypto,1,0.11,4.55,1.25,1,1.25,14,22.0
Chibi Fighters 1.0,1,0.11,0.02,0.0,1,0.0,981,4184.0
BlockchainCuties,1,0.11,0.02,0.0,30,0.0,4893,124979.0
OFFICIAL KREEPY CLUB,2,0.21,0.04,0.04,4,0.16,4678,9999.0
NFT.Land,2,0.21,2.54,0.29,3,0.8699999999999999,95,118.0
Sappy Seals,1,0.11,0.01,0.57,1,0.57,1068,10000.0
Hammys,2,0.21,0.2,0.07,2,0.14,433,1000.0
Hash Musks,1,0.11,0.49,0.0,1,0.0,59,203.0
FewoWorld Bonus Paint Trophies,1,0.11,1.79,20.0,1,20.0,19,56.0
programmes,1,0.11,8.33,0.0,1,0.0,6,12.0
TREATSURE,1,0.11,7.69,0.0,1,0.0,3,13.0
Vagina NFTs,2,0.21,1.0,0.33,2,0.66,122,200.0
Invaders Spaceships,1,0.11,0.54,0.2,1,0.2,174,185.0
etherpaper,1,0.11,1.0,0.36,1,0.36,81,100.0
'A Mind Once Expanded' by phraze,4,0.43,1.6,0.0,4,0.0,12,250.0
Jaason Collection,1,0.11,0.0,5.0,0,0.0,1,1.0
POTEnZA,3,0.32,0.74,0.03,9,0.27,476,1212.0
Afterlife ID,1,0.11,0.06,0.02,1,0.02,724,1614.0
Impermanent Digital,3,0.32,0.39,0.02,11,0.22,1400,2828.0
TOKEHANDS,2,0.21,3.0,0.25,3,0.75,76,100.0
BOOMGALA_Official,1,0.11,0.02,0.02,1,0.02,2105,6072.0
NotLarvaLads,2,0.21,0.06,0.0,3,0.0,648,4999.0
KimonoNinjaPunks,1,0.11,0.1,0.01,1,0.01,420,958.0
HyperDragons,1,0.11,0.0,0.02,1,0.02,5826,35166.0
The Super Fat Academy NFT,1,0.11,0.52,0.0,1,0.0,192,192.0
Rappears NFT Music DAO,1,0.11,0.3,0.051,5,0.255,383,1678.0
MIGRATEDNFTs,1,0.11,0.34,0.04,5,0.2,350,1470.0
Forever Fomo Duck Squad,1,0.11,0.01,0.06,1,0.06,2650,7761.0
Anocam x Editions,2,0.21,200.0,0.13,2,0.26,94,1.0
B34CH DAO,1,0.11,0.32,0.69,1,0.69,207,315.0
XENO-STAMPS,1,0.11,10.0,0.0,1,0.0,10,10.0
WAGMInterface,1,0.11,100.0,0.1888,1,0.1888,20,1.0
Good Deeds With NFT's,1,0.11,100.0,0.03,1,0.03,346,1.0
Under the Milky Way V2,1,0.11,10.0,0.0,1,0.0,6,10.0
//CWS. x Michelle Thompson,2,0.21,66.67,0.02,2,0.04,137,3.0
Lost in Japan V2,2,0.21,44.44,0.49,4,1.96,5,9.0
//CWS. x Ivona Tau,2,0.21,50.0,0.05,3,0.15000000000000002,126,6.0
GTNP by Mario Suclla,1,0.11,6.25,0.0,1,0.0,4,16.0
Fabric Of Space-Time,1,0.11,8.33,0.5,1,0.5,9,12.0
Feral File #004 - The Long Cut,1,0.11,10.0,1.0,1,1.0,5,10.0
Lakon's Steampunk'd,1,0.11,12.5,0.0,1,0.0,10,8.0
Runes by Spancs,1,0.11,1.54,0.2,2,0.4,86,130.0
Crayon Codes,1,0.11,0.48,0.05,1,0.05,82,208.0
Wave Therapy,1,0.11,10.0,0.1,1,0.1,6,10.0
The Great Awakening of NEO,1,0.11,8.33,1.25,2,2.5,19,24.0
New York Chronicles,1,0.11,4.94,0.05,4,0.2,14,81.0
PXL CATS,1,0.11,0.39,0.02,1,0.02,160,258.0
Lost Paradise by Rizacan Kumas,1,0.11,2.86,0.5,2,1.0,44,70.0
Dr.Abstract,1,0.11,1.0,0.05,1,0.05,62,100.0
Flowing Earth,2,0.21,8.0,0.3,4,1.2,26,50.0
Tommy Chandra Collaborations,1,0.11,50.0,0.0,1,0.0,2,2.0
Beautiful Decay,1,0.11,9.3,0.14,4,0.56,25,43.0
Ethereal Scapes,1,0.11,4.92,0.12,3,0.36,27,61.0
In Search of Stillness: Journey through the Pacific Northwest 25 NFT 1/1's,1,0.11,4.0,0.25,1,0.25,10,25.0
Apocalypse Font,2,0.21,8.33,6.0,3,18.0,20,36.0
FOTO Vault,1,0.11,5.06,0.45,4,1.8,38,79.0
Panoramic Portraits,1,0.11,4.0,1.5,2,3.0,34,50.0
Tide Pools,1,0.11,11.11,0.14,4,0.56,20,36.0
Healing Visions,2,0.21,200.0,0.12,2,0.24,10,1.0
Bored Ape Evolution Club by Imaginary Sina,2,0.21,13.33,0.55,2,1.1,14,15.0
3GO-8OUL,2,0.21,2.61,0.42,3,1.26,73,115.0
Nudey,1,0.11,0.97,0.15,1,0.15,73,103.0
TESSELLATION,2,0.21,28.57,50.0,2,100.0,67,7.0
Manifesting Angels,2,0.21,50.0,0.33,2,0.66,16,4.0
Sidereal,2,0.21,2.7,0.25,3,0.75,78,111.0
Fantasy Future Collection,1,0.11,1.45,0.08,1,0.08,42,69.0
FLUIDPIXELS,1,0.11,40.0,0.5,8,4.0,9,20.0
PUNK-4156,1,0.11,4.35,2.0,1,2.0,22,23.0
Filip Hodas,1,0.11,0.16,0.25,1,0.25,95,621.0
Free Guys Official,1,0.11,0.01,0.01,1,0.01,3331,6814.0
Charles Peterson Grunge Years NFT collection -  Fury,1,0.11,20.0,0.2,2,0.4,20,10.0
Pix Puppies V1,1,0.11,0.17,0.02,1,0.02,236,599.0
Improbabilita',1,0.11,3.03,0.5,1,0.5,25,33.0
Visa Punk,2,0.21,0.2,0.0,2,0.0,586,1001.0
12 Points,2,0.21,0.6,0.1,2,0.2,135,333.0
Unique Editions by Stefano Contiero,1,0.11,8.33,6.0,2,12.0,17,24.0
Monster Suit,1,0.11,0.11,0.02,4,0.08,1535,3700.0
Mixed Nouns,1,0.11,7.14,0.69,3,2.07,25,42.0
Quest-3,2,0.21,1.04,0.01,10,0.1,247,966.0
PEACEVOID PIECES,1,0.11,25.0,0.0,2,0.0,523,8.0
Rengoku Legends [Samurai],2,0.21,0.06,0.03,4,0.12,3539,6276.0
Shark Feast,3,0.32,100.0,0.02,4,0.08,199,4.0
gm noun town,1,0.11,12.5,0.07,1,0.07,24,8.0
AlchemixEthPatron V2,1,0.11,0.4,0.48,1,0.48,248,250.0
GLICPIXXXVER002 - GRAND COLLECTION,4,0.43,0.53,0.02,28,0.56,1031,5300.0
FoxyFam,4,0.43,0.18,0.02,6,0.12,1287,3333.0
Unidentified contract - OJq12Eho56,1,0.11,10.87,0.02,5,0.1,477,46.0
Loot Weapon,2,0.21,0.08,0.0,2,0.0,594,2486.0
Form and Decay V4: Finality,1,0.11,1.6,0.04,2,0.08,75,125.0
XCOPYNOUNS,1,0.11,8.33,0.7,1,0.7,20,12.0
STACY Originals,1,0.11,20.0,0.02,1,0.02,256,5.0
Cyber City Girls Club,3,0.32,0.14,0.0,8,0.0,993,5555.0
STACY,1,0.11,10.29,0.22,7,1.54,205,68.0
Super Fat Ape Club,1,0.11,0.52,0.0,1,0.0,192,192.0
Official Cool Lions,1,0.11,1.38,0.0,96,0.0,1158,6969.0
Freaks N' Guilds - Unmigrated,1,0.11,0.23,0.01,23,0.23,912,10000.0
Cool Lions Genesis,1,0.11,10.0,100.0,1,100.0,8,10.0
Street Ape Society,1,0.11,0.48,0.01,11,0.11,1005,2270.0
Squiggles Collection Official,1,0.11,0.08,0.74,4,2.96,2067,5000.0
Junior Slotie,1,0.11,0.05,0.19,4,0.76,3123,7893.0
Freaks N' Guilds - Celestial Keys,1,0.11,0.23,0.02,10,0.2,434,4444.0
Bounty Games,3,0.32,0.79,0.01,19,0.19,779,2413.0
Voiceverse Genesis Official,3,0.32,0.06,0.05,5,0.25,2554,8888.0
HeadGame,2,0.21,0.03,0.0,8,0.0,829,28462.0
CyberNinja official,1,0.11,0.14,0.0,7,0.0,1714,4888.0
ChubbyKaijuDAO,1,0.11,0.18,0.0,18,0.0,2554,9999.0
Jeff Nicholas | The Editions,1,0.11,100.0,0.1,1,0.1,13,1.0
Metaverse Cool Cats,1,0.11,0.2,0.0,10,0.0,2401,4995.0
NFT Country Club V,2,0.21,1.67,0.01,14,0.14,175,840.0
GuardianKongz Collection,1,0.11,0.18,0.01,9,0.09,1297,5000.0
Cryptowalkers-Official,2,0.21,0.03,0.14,2,0.28,2054,6545.0
Creepy Creams: Alpha Wave,1,0.11,0.07,0.09,1,0.09,378,1510.0
Chromatic by Hiroshi,1,0.11,1.0,0.0,1,0.0,75,100.0
Wen Rug Pull,1,0.11,0.17,0.005,5,0.025,587,2949.0
CUBE.S,1,0.11,0.4,0.001999999999999999,1,0.001999999999999999,77,250.0
1/1 Photography by Alex Fernandez,1,0.11,20.0,0.9,1,0.9,3,5.0
Impossible Voxels,1,0.11,1.11,0.0,1,0.0,186,90.0
GALAXY 69,1,0.11,4.55,0.0,1,0.0,145,22.0
Ansible's Arcade,1,0.11,6.06,0.001,2,0.002,28,33.0
MikeAlike,1,0.11,0.67,0.04,1,0.04,45,150.0
Hashrunes,3,0.32,0.72,0.07,10,0.7000000000000001,565,1391.0
It's Because You're Pretty,1,0.11,1.0,0.69,1,0.69,84,100.0
TheFunkies,1,0.11,22.0,2.25,22,49.5,59,100.0
Poisoned Bananas,1,0.11,33.33,0.04,1,0.04,1735,3.0
Everai Heroes: Duo,3,0.32,0.35,0.4,27,10.8,3058,7777.0
Alpha Kongs Club - AKC,1,0.11,0.02,0.39,2,0.78,1268,8888.0
Prime Kong Planet by PAP,2,0.21,0.02,0.09,2,0.18,5288,9729.0
pxMythics Genesis,1,0.11,0.28,0.01,3,0.03,742,1077.0
3D Martians,1,0.11,0.17,0.04,4,0.16,877,2324.0
Mars Genesis,2,0.21,0.24,0.04,5,0.2,1014,2110.0
Proctons,1,0.11,1.63,0.01,26,0.26,175,1599.0
LIL YACHTY x FYOOZ,1,0.11,16.67,0.099,1,0.099,45,6.0
WPL GOLDEN HAND,1,0.11,100.0,0.34,1,0.34,141,1.0
dawei,1,0.11,100.0,0.0,1,0.0,1,1.0
Alchemist Crucible v1,1,0.11,0.01,0.02,1,0.02,8094,9871.0
CryptoPixels,1,0.11,8.33,0.0,1,0.0,111,12.0
DFI NFTs,1,0.11,0.01,0.002,1,0.002,2907,6885.0
Duchess Vision,1,0.11,100.0,0.0,1,0.0,1,1.0
MetaHouse | Collection,1,0.11,0.16,0.01,4,0.04,873,2520.0
Lucky Goat,1,0.11,0.07,0.01,1,0.01,1085,1497.0
TOTO IS A GOOD DOG,1,0.11,0.08,0.01,1,0.01,312,1292.0
Abstract of the Day,1,0.11,1.28,0.03,2,0.06,73,156.0
Pirate Treasure Booty Club,1,0.11,0.02,0.01,1,0.01,1746,4946.0
Fractal Art,1,0.11,0.33,0.02,1,0.02,202,300.0
Boners NFT,1,0.11,0.01,0.0,1,0.0,810,6969.0
Lyke Island,1,0.11,2.5,2.45,3,7.3500000000000005,110,120.0
License to Make It,1,0.11,2.0,0.03,1,0.03,11,50.0
Biorhythm,1,0.11,4.0,0.11,2,0.22,11,50.0
Library of Obsolescence by Mickey Smith,1,0.11,4.76,0.32,1,0.32,10,21.0
Gator World NFT,3,0.32,0.23,0.02,7,0.14,1303,3011.0
Mallorca Bloom,1,0.11,10.0,0.1,2,0.2,5,20.0
Dirt S1 Holo,1,0.11,4.0,5.0,1,5.0,23,25.0
F1 DAO,1,0.11,2.47,0.0,2,0.0,43,81.0
Club Game - Items,1,0.11,100.0,0.2,1,0.2,827,1.0
Club Game - Meta Badges,1,0.11,0.18,0.2,2,0.4,832,1083.0
Club Game - VIP Passes,1,0.11,0.18,0.2,2,0.4,832,1083.0
Ape Drops 06 : iDreamer Mutants,1,0.11,100.0,0.0,2,0.0,8,2.0
Women in VC,1,0.11,0.19,0.02,2,0.04,460,1039.0
Tennis Champs Genesis,2,0.21,0.06,0.1,2,0.2,1247,3333.0
Kidzuki,1,0.11,0.02,0.02,1,0.02,1908,5555.0
Welcome To The Future Of Golf,1,0.11,0.89,0.2,1,0.2,27,112.0
STREAM Season 1.5 The State of Music DAOs,1,0.11,10.0,0.0,1,0.0,10,10.0
Cyber Hornets Animus,1,0.11,0.07,0.04,1,0.04,352,1494.0
WHO WE ARE (WWA),1,0.11,2.0,0.35,1,0.35,16,50.0
KaijuFrenz: Genesis,2,0.21,0.03,0.02,2,0.04,3893,6666.0
Moonbird Banksy,1,0.11,20.0,0.1,2,0.2,4,10.0
Maneki Neko Art,1,0.11,4.55,2.0,1,2.0,14,22.0
The Krillest,1,0.11,4.23,0.0,3,0.0,65,71.0
Daily Studies by Jerry-Lee Bosmans,2,0.21,7.69,0.295,2,0.59,22,26.0
Astrophilic,1,0.11,9.09,0.65,1,0.65,9,11.0
YWhales Crystal Whales,1,0.11,0.54,2.0,2,4.0,137,367.0
The Shark Cove,2,0.21,0.1,0.1,3,0.30000000000000004,882,2913.0
Kissed By Creativity,1,0.11,0.33,0.04,2,0.08,98,612.0
